set_voltage,set_current_min,set_current_max,adc_voltage,adc_current,meas_voltage,meas_current
9.15,-0.5,0.5,1075750,205878,9.1419,0.18558
9.2,-0.5,0.5,1082080,207151,9.1956,0.18667
9.25,-0.5,0.5,1088535,208354,9.2502,0.18773
9.3,-0.5,0.5,1094830,209542,9.3040,0.18879
9.35,-0.5,0.5,1101334,210804,9.3589,0.18991
9.4,-0.5,0.5,1107559,211986,9.4116,0.19096
9.45,-0.5,0.5,1111713,212818,9.4469,0.19169
9.5,-0.5,0.5,1118195,214039,9.5018,0.19277
9.55,-0.5,0.5,1124643,215254,9.5565,0.19385
9.6,-0.5,0.5,1130917,216441,9.6097,0.19490
9.65,-0.5,0.5,1137250,217665,9.6634,0.19599
9.7,-0.5,0.5,1143534,218880,9.7167,0.19707
9.75,-0.5,0.5,1149858,220051,9.7703,0.19813
9.8,-0.5,0.5,1154115,220853,9.8064,0.19882
9.85,-0.5,0.5,1160396,222061,9.8596,0.19988
9.9,-0.5,0.5,1166919,223293,9.9150,0.20099
9.95,-0.5,0.5,1173318,224529,9.9692,0.20207
10.0,-0.5,0.5,1179387,225700,10.0207,0.20309
10.05,-0.5,0.5,1185360,226825,10.0713,0.20409
10.1,-0.5,0.5,1191502,227999,10.1234,0.20516
10.15,-0.5,0.5,1195499,228742,10.1573,0.20586
10.2,-0.5,0.5,1201397,229903,10.2073,0.20684
10.25,-0.5,0.5,1207438,231033,10.2585,0.20787
10.3,-0.5,0.5,1213420,232183,10.3092,0.20887
10.35,-0.5,0.5,1219548,233392,10.3612,0.20994
10.4,-0.5,0.5,1225548,234523,10.4121,0.21094
10.45,-0.5,0.5,1231620,235657,10.4630,0.21195
10.5,-0.5,0.5,1235668,236446,10.4982,0.21265
10.55,-0.5,0.5,1241753,237565,10.5495,0.21364
10.6,-0.5,0.5,1247858,238759,10.6012,0.21470
10.65,-0.5,0.5,1253990,239924,10.6532,0.21573
10.7,-0.5,0.5,1260012,241101,10.7043,0.21678
10.75,-0.5,0.5,1266027,242239,10.7553,0.21779
10.8,-0.5,0.5,1272099,243393,10.8068,0.21881
10.85,-0.5,0.5,1276164,244188,10.8412,0.21951
10.9,-0.5,0.5,1282223,245326,10.8926,0.22052
10.95,-0.5,0.5,1288305,246493,10.9442,0.22156
11.0,-0.5,0.5,1294341,247611,10.9953,0.22255
11.05,-0.5,0.5,1300656,248881,11.0489,0.22368
11.1,-0.5,0.5,1306850,250008,11.1014,0.22467
11.15,-0.5,0.5,1311025,250798,11.1368,0.22538
11.2,-0.5,0.5,1317376,252010,11.1907,0.22645
11.25,-0.5,0.5,1323664,253212,11.2439,0.22752
11.3,-0.5,0.5,1329890,254363,11.2968,0.22854
11.35,-0.5,0.5,1336194,255566,11.3502,0.22961
11.4,-0.5,0.5,1342384,256739,11.4027,0.23065
11.45,-0.5,0.5,1348705,257967,11.4563,0.23173
